group,ratioRank,mediaId,mediaName,impressions,dailyFootfall,ratio,dailyFootfallx30,copyMonthlyVsDailyX30,copyDailyVsFootfall,copyMonthlyVsImpressions,copySnippets,copyMismatchReasons,description,effectMemo,priceNote,location,price,cpm,recalcCpm,priceEqualsImpressions,hasProposal,proposalFileExists,proposalFileCount,reviewStatus,reviewReason,alreadyPhaseB6,isActive,mediaSubCategory
2,89,cmp0gjlox000m04ib37h33kgd,인천지하철 1호선 원인재역 디지털사이니지 (디지털포스터) 광고,1200000,21000,57.14,630000,카피숫자없음,카피숫자없음,카피숫자없음,,cpm≤10(placeholder),"인천지하철 1호선 원인재역에 설치된 디지털사이니지 매체입니다. 55인치 Full HD 모니터 4기로 구성되어 있으며, 승강장 입구와 대합실에 위치해 계양 방향·국제업무지구 방향 이용객에게 노출됩니다.",원인재역 디지털사이니지는 승강장 입구에 위치한 55인치 4기 매체입니다. 연수구 일대 통행객에게 안정적인 노출이 가능하며 비용 효율이 좋은 매체입니다.,"20초 동영상 기준 월 1,100,000원 / 10초 스틸 월 900,000원 (VAT 별도)",인천광역시 연수구 원인재역,1100000,0.92,917,N,false,없음,0,clean,,N,true,subway_station
2,87,cmp0gg9e3000e04jicm5nl221,인천지하철 1호선 작전역 디지털사이니지 (디지털포스터) 광고,1600000,28000,57.14,840000,카피숫자없음,카피숫자없음,카피숫자없음,,cpm≤10(placeholder),"인천지하철 1호선 작전역에 설치된 디지털사이니지 매체입니다. 55인치 Full HD 모니터 8기로 구성되어 있으며, 대합실 주요 통로에 위치해 경인교대입구역·갈산역 방향 이용객에게 노출됩니다.",작전역 디지털사이니지는 55인치 8기 규모로 대합실 핵심 통로에 설치되어 높은 주목도를 제공합니다. 중규모 역사에 적합한 효율적인 매체입니다.,"20초 동영상 기준 월 1,900,000원 / 10초 스틸 월 1,700,000원 (VAT 별도)",인천광역시 계양구 작전역,1900000,1.19,1188,N,false,없음,0,clean,,N,true,subway_station
2,90,cmp0gi5je000g04jile8iqnr5,인천지하철 1호선 부평역 디지털사이니지 (디지털포스터) 광고,3700000,65000,56.92,1950000,카피숫자없음,카피숫자없음,카피숫자없음,,cpm≤10(placeholder),"인천지하철 1호선 부평역에 설치된 디지털사이니지 매체입니다. 55인치 Full HD 모니터 28기로 구성되어 있으며, 승강장 계단 벽면과 환승 대합실에 대규모로 설치되어 부평 상권·환승객에게 강력한 노출을 제공합니다.",부평역 디지털사이니지는 55인치 28기 규모의 최대 매체입니다. 승강장 계단과 환승 대합실에 집중 배치되어 부평 상권과 환승객에게 압도적인 노출 효과를 제공합니다.,"20초 동영상 기준 월 3,600,000원 / 10초 스틸 월 3,100,000원 (VAT 별도)",인천광역시 부평구 부평역,3600000,0.97,973,N,false,없음,0,clean,,N,true,subway_station
2,91,cmrwgei4j000b04lat8caj53b,인천지하철 1호선 인천시청역 I-SCREEN 영상광고,1000000,17569,56.92,527070,카피숫자없음,카피숫자없음,카피숫자없음,,cpm≤10(placeholder),"인천지하철 인천시청역에 설치된 I-SCREEN LED 영상광고 매체입니다. 인천1·2호선 환승역이자 행정·교육 중심지로, 인천시청·인천시교육청 등 중요 교통·행정 거점에 위치합니다.","인천시청역 I-SCREEN은 인천의 행정·교육 중심 환승역에 위치한 LED 영상매체입니다. 시청·교육청 관련 유동인구와 환승객에게 안정적인 노출이 가능하며, 비교적 합리적인 단가로 집행할 수 있습니다.","20초 기준 월 2,000,000원 / 30초 기준 월 3,000,000원 (VAT 별도)",인천광역시 남동구 인천시청역,2000000,2,2000,N,false,없음,0,clean,,N,true,subway_station
2,92,cmp0gd45o000c04ji4usu8p0e,인천지하철 1호선 예술회관역 디지털사이니지 (디지털포스터) 광고,1250000,22000,56.82,660000,카피숫자없음,카피숫자없음,카피숫자없음,,cpm≤10(placeholder),"인천지하철 1호선 예술회관역에 설치된 디지털사이니지 매체입니다. 55인치 Full HD 모니터 4기로 구성되어 있으며, 대합실 정면에 위치해 인천시청 방향 이용객과 예술회관 방문객에게 노출됩니다.",예술회관역 디지털사이니지는 대합실 정면에 위치한 55인치 4기 매체입니다. 문화·예술 타겟과 일반 통행객에게 안정적인 노출이 가능하며 합리적인 단가가 특징입니다.,"20초 동영상 기준 월 1,100,000원 / 10초 스틸 월 900,000원 (VAT 별도)",인천광역시 남동구 예술회관역,1100000,0.88,880,N,false,없음,0,clean,,N,true,subway_station
2,93,cmrwfuh1b000g04lghb3kaxkg,인천지하철 2호선 검암역 I-SCREEN 영상광고,1270000,22353,56.82,670590,카피숫자없음,카피숫자없음,카피숫자없음,,cpm≤10(placeholder),"인천지하철 검암역에 설치된 I-SCREEN LED 영상광고 매체입니다. 공항철도와 인천2호선 환승역으로, 인천국제공항·김포공항·영종신도시·청라국제신도시 이용객이 집중되는 핵심 환승 동선에 위치합니다.","검암역 I-SCREEN은 공항철도·인천2호선 환승 핵심 역사에 위치한 LED 영상매체입니다. 공항 이용객과 영종·청라 신도시 거주자에게 높은 노출 효과를 제공하며, 곡선형 대형 화면으로 강한 주목도를 확보합니다.","20초 기준 월 5,000,000원 / 30초 기준 월 7,000,000원 (VAT 별도)",인천광역시 서구 검암역,5000000,3.94,3937,N,false,없음,0,clean,,N,true,subway_station
2,94,cmrwfnosu000m04laknk1lk46,인천지하철 1호선 테크노파크역 I-SCREEN 영상광고,1470000,25879,56.8,776370,카피숫자없음,카피숫자없음,카피숫자없음,,cpm≤10(placeholder),"인천지하철 테크노파크역에 설치된 I-SCREEN LED 영상광고 매체입니다. 송도 국제도시 랜드마크 역사에 위치하며, COB Type LED를 적용한 고시인성 디지털 매체입니다. 대기업 본사·바이오산업·국제학교·현대프리미엄아울렛 이용객이 집중되는 핵심 동선에 설치되어 있습니다.","테크노파크역 I-SCREEN은 송도 국제도시의 핵심 역사에 위치한 대형 LED 영상매체입니다. 15m 길이의 압도적인 규모와 COB Type 고해상도 LED로 강한 시인성을 확보하며, 대기업·바이오·국제학교 타겟에게 효과적인 노출이 가능합니다.","20초 기준 월 7,000,000원 / 30초 기준 월 10,000,000원 (VAT 별도)",인천광역시 연수구 테크노파크역,7000000,4.76,4762,N,false,없음,0,clean,,N,true,subway_station
2,95,cmrwg26u0000104l20ofjcxkk,인천지하철 2호선 주안역 I-SCREEN 영상광고,3150000,55513,56.74,1665390,카피숫자없음,일치,카피숫자없음,"일평균 5.5만명→55,000",cpm≤10(placeholder),"인천지하철 주안역에 설치된 I-SCREEN LED 영상광고 매체입니다. 국철 1호선과 인천2호선 환승역으로, 인천시민과 수도권 전반의 접근이 용이한 핵심 환승 역사에 위치합니다. 일평균 이용객 5.5만명 이상으로 4개 역사 중 최고 유동인구를 기록합니다.",주안역 I-SCREEN은 인천 최대 환승 역사 중 하나에 위치한 LED 영상매체입니다. 일평균 5.5만명 이상의 높은 유동인구와 1호선·인천2호선 환승객에게 강력한 노출이 가능합니다.,"20초 기준 월 5,000,000원 / 30초 기준 월 7,000,000원 (VAT 별도)",인천광역시 미추홀구 주안역,5000000,1.59,1587,N,false,없음,0,clean,,N,true,subway_station
2,96,cmrwirjcs000504jlnlr684lo,인천지하철 1호선 디지털사이니지 전체 턴키 (7개 역사) 광고,13500000,238000,56.72,7140000,카피숫자없음,카피숫자없음,카피숫자없음,,cpm≤10(placeholder),"인천지하철 1호선 7개 역사(계양·작전·부평구청·부평·인천터미널·예술회관·원인재)에 설치된 디지털사이니지 전체 패키지입니다. 55인치 60기 + 32인치 12기 총 72패널로 구성되어 있으며, 1호선 주요 유동인구 역사에 동시 노출이 가능합니다.",인천지하철 1호선 디지털사이니지 전체 턴키는 7개 핵심 역사에 총 72패널을 동시 집행하는 패키지입니다. 부평·터미널 등 고유동 역사를 포함해 넓은 커버리지와 높은 반복 노출 효과를 제공합니다.,"20초 동영상 기준 월 13,000,000원 / 10초 스틸 월 11,100,000원 (VAT 별도) / 전체 턴키 별도 협의 가능",인천광역시 인천지하철 1호선 7개 역사,13000000,0.96,963,N,false,없음,0,clean,,N,true,subway_station
2,97,cmrwib77h000m04l28pi9b6ro,인천지하철 1호선 인천터미널역 디지털사이니지 (디지털포스터) 광고,2550000,45000,56.67,1350000,카피숫자없음,카피숫자없음,카피숫자없음,,cpm≤10(placeholder),"인천지하철 1호선 인천터미널역에 설치된 디지털사이니지 매체입니다. 55인치 4기 + 32인치 12기로 구성되어 있으며, 롯데백화점·터미널 이용객이 집중되는 핵심 역사에 위치합니다.",인천터미널역 디지털사이니지는 롯데백화점과 터미널이 인접한 핵심 역사에 위치합니다. 55인치+32인치 혼합 구성으로 계단·대합실 동선에 효과적으로 노출됩니다.,"20초 동영상 기준 월 2,600,000원 / 10초 스틸 월 2,100,000원 (VAT 별도)",인천광역시 미추홀구 인천터미널역,2600000,1.02,1020,N,false,없음,0,clean,,N,true,subway_station
2,99,cmp0geb4p000i04ibjncqsfya,인천지하철 1호선 부평구청역 디지털사이니지 (디지털포스터) 광고,1800000,32000,56.25,960000,카피숫자없음,카피숫자없음,카피숫자없음,,cpm≤10(placeholder),"인천지하철 1호선 부평구청역에 설치된 디지털사이니지 매체입니다. 55인치 Full HD 모니터 8기로 구성되어 있으며, 7호선 환승 통로에 위치해 부평시장·국제업무지구 방향 이용객에게 노출됩니다.",부평구청역 디지털사이니지는 7호선 환승 통로에 위치한 55인치 8기 매체입니다. 환승객 동선에 직접 노출되어 높은 도달 효과를 기대할 수 있습니다.,"20초 동영상 기준 월 1,900,000원 / 10초 스틸 월 1,700,000원 (VAT 별도)",인천광역시 부평구 부평구청역,1900000,1.06,1056,N,false,없음,0,clean,,N,true,subway_station
3,21,cmo61couh000404juod5bxqah,이태원 해밀턴호텔 파노라마 전광판 광고,2800000,23286,120.24,698580,카피숫자없음,카피숫자없음,카피숫자없음,,,"이태원의 중심 삼거리, 해밀턴 호텔 외벽에 설치된 파노라마 전광판은 초대형 디지털 매체입니다. 정면과 측면을 동시에 활용한 압도적인 스케일로 방문객의 시선을 완전히 사로잡으며, 관광객 밀집 지역에서 브랜드 인지도를 극대화할 수 있는 최적의 위치입니다.","서울 용산구 이태원로 179 해밀턴 호텔 외벽에 설치된 파노라마형 초대형 LED 전광판입니다. 전면 36.9m × 5.3m + 좌·우측면 각 5.2m × 5.3m 총 3면 구조로 이태원 중심 삼거리에서 압도적인 시각적 임팩트를 제공합니다. 관광객이 밀집된 이태원 상권의 특성을 살려 패션·뷰티·글로벌 브랜드, F&B 등 임팩트 있는 캠페인에 최적화된 프리미엄 DOOH 매체입니다.","개별 영상(30초) 62회 이상/일 35구좌 기준 15,000,000원 (VAT 별도). 15초 옵션 10,000,000원. SYNC 패키지 별도 존재.",서울 용산구 이태원로 179 해밀턴 호텔,15000000,5357,5357,N,false,없음,0,clean,,N,true,digital_signage
3,23,cmokchyi4000004js484675yf,스타필드 수원점 미디어타워 광고,8000000,70000,114.29,2100000,카피숫자없음,일치,카피숫자없음,"일평균 7만 명→70,000 | 일평균 7만 명→70,000",,"스타필드 수원점은 일평균 7만 명, 주말 최대 10만 명이 방문하는 경기 남부 대표 복합 쇼핑몰입니다. 중앙 아트리움에 위치한 초대형 미디어타워는 개방형 구조와 높이감 있는 공간 덕분에 멀리서도 시인성이 뛰어나 방문객의 주목도를 극대화합니다. 20~40대 핵심 소비층과 가족 단위 방문객을 동시에 타깃할 수 있으며 브랜드 임팩트를 극대화하는 랜드마크형 매체입니다. 특히 경기 남부 및 수도권 전역으로 파급력이 확장 가능해 브랜드 메시지의 대규모 확산에 최적화된 매체입니다.","스타필드 수원점 중앙 아트리움에 위치한 초대형 세로형 미디어타워(12.5m × 23.5m)입니다. 개방형 구조와 높이감으로 멀리서도 뛰어난 시인성을 자랑하며, 일평균 7만 명(주말 최대 10만 명)이 방문하는 경기 남부 대표 복합몰의 랜드마크형 매체입니다. 20~40대 핵심 소비층과 가족 단위 방문객을 동시에 타깃할 수 있으며, 브랜드 임팩트를 극대화하고 경기 남부 및 수도권 전역으로 파급력을 확장할 수 있는 프리미엄 실내 DOOH 매체입니다. 1개월 단위 집행이 가능한 수원 대표 쇼핑몰 매체입니다.","1개월 20초 영상 25,000,000원 (VAT 별도)",경기 수원시 장안구 수성로 175,25000000,3125,3125,N,false,없음,0,clean,,N,true,mall
3,24,cmptfu901000204leus08dpvg,신세계 여주 프리미엄 아울렛 전광판 광고,2800000,25000,112,750000,카피숫자없음,카피숫자없음,카피숫자없음,,,"경기도 여주시 신세계사이먼 여주 프리미엄 아울렛 메인 게이트 상단에 설치된 대형 디지털 전광판 매체입니다. 국내 최고급 브랜드가 밀집한 아울렛 핵심 입지로, 4대 5면(가로형+세로형)으로 구성되어 높은 시인성을 자랑합니다. 30~50대 가족 단위 고소득 소비층이 주 방문객이며, 체류 시간이 길어 브랜드 인지도 제고와 럭셔리 이미지 전달에 최적화된 프리미엄 DOOH 매체입니다.",여주 프리미엄 아울렛 메인 게이트 상단에 설치된 대형 디지털 전광판(4대 5면)입니다. 명품·프리미엄 브랜드 쇼핑객이 집중되는 핵심 동선에서 30초 영상(일 80회 이상 송출)을 통해 강력한 노출을 제공합니다. 고소득층 가족 단위 방문객을 대상으로 브랜드 인지도 상승과 프리미엄 이미지를 효과적으로 전달할 수 있는 최고의 아울렛 미디어입니다.,"4대 5면 기준 5,000,000원 / 30일 (VAT 별도)",경기도 여주시 명품로 360 신세계사이먼 여주 프리미엄 아울렛,5000000,1786,1786,N,true,있음,1,clean,,N,true,digital_signage
3,25,cmo61eta5000604jujfng9shu,이태원 스크린LED 전광판 광고,2600000,23286,111.66,698580,카피숫자없음,카피숫자없음,카피숫자없음,,,이태원 삼거리 중심에 위치한 스크린LED 전광판은 정면 코너 설치로 인해 보행자 및 차량 모두에게 높은 시인성을 확보한 매체입니다. 브랜드 메시지를 임팩트 있게 전달할 수 있는 이태원 대표 디지털 광고 매체입니다.,"서울 용산구 이태원로 180 이태원 삼거리에 설치된 24m × 6.8m 커브형 대형 LED 전광판입니다. 정면 코너 위치로 보행자와 차량 모두에게 높은 시인성을 제공하며, 이태원 대표 디지털 매체로 브랜드 메시지를 임팩트 있게 전달할 수 있습니다. 관광객이 밀집된 지역 특성을 활용한 프리미엄 DOOH 매체입니다.","개별 영상(30초) 62회 이상/일 35구좌 기준 15,000,000원 (VAT 별도). 15초 옵션 10,000,000원. SYNC 패키지 별도 존재.",서울 용산구 이태원로 180,15000000,5769,5769,N,false,없음,0,clean,,N,true,digital_signage
3,26,cmqa7wy4o000204iegd2fmtl5,제주공항 2층 면세구간 사각기둥 LED 광고,4200000,38000,110.53,1140000,카피숫자없음,카피숫자없음,카피숫자없음,,,"제주국제공항 2층 JDC 면세구간에 설치된 사각기둥형 LED 디지털 매체입니다. 중앙기둥, 확장형, 동측기둥으로 구성되어 총 9기 33면으로 운영되며, 면세점 이용객의 주요 동선에 위치해 높은 노출 효과를 제공합니다. 기둥별로 다른 소재 운영이 가능한 프리미엄 공항 DOOH 매체입니다.","제주국제공항 2층 JDC 면세구간에 설치된 사각기둥형 LED 매체(총 9기 33면)입니다. 면세점 이용객의 주요 동선에 위치해 높은 체류시간과 집중도를 활용할 수 있으며, 기둥별로 다른 소재 운영이 가능한 프리미엄 공항 DOOH 매체입니다.","1구좌 기준 월 3,000만원 (VAT 별도)",제주특별자치도 제주시 공항로 2 제주국제공항 2층 JDC 면세구간,30000000,7143,7143,N,false,없음,0,clean,,N,true,digital_signage
3,28,cmpti93x3000004iivq6hxh24,롯데월드 매직서클 & DID 패키지 광고,4500000,45000,100,1350000,카피숫자없음,카피숫자없음,카피숫자없음,,,"서울 롯데월드 어드벤처 내 매직서클(대형 원형 LED)과 어드벤처·매직아일랜드 핫스팟 DID(26곳)로 구성된 프리미엄 패키지 미디어광고입니다. 국내 대표 테마파크인 롯데월드의 핵심 동선과 놀이기구 주변에 위치하여 가족 단위 방문객, 연인, 외국인 관광객 등 높은 유동인구와 체류시간을 자랑합니다. 브랜드 이미지 제고와 대규모 노출에 최적화된 초대형 실내 DOOH 매체입니다.","롯데월드 매직서클(대형 원형 LED)과 어드벤처·매직아일랜드 26곳 DID로 구성된 패키지 매체입니다. 놀이기구 주변과 주요 동선에서 가족·관광객에게 압도적인 노출을 제공하며, 하루 매직서클 50회 이상, DID 110회 이상 송출됩니다. 테마파크 특성상 높은 몰입도와 브랜드 친밀도를 통해 프리미엄 이미지 전달에 최적화된 초고효율 실내 DOOH입니다.","매직서클 + DID 패키지 10,000,000원 / 월 (VAT 별도)",서울특별시 송파구 올림픽로 240 롯데월드 어드벤처,10000000,2222,2222,N,true,있음,1,clean,,N,true,park
3,29,cmqnw98wt000n04jryvia4on2,메가박스 시그니처 구의 이스트폴점 전광판 광고,2800000,28000,100,840000,카피숫자없음,카피숫자없음,카피숫자없음,,,"서울 광진구 아차산로 메가박스 구의 이스트폴점 로비 상단에 설치된 대형 파노라마형 DOOH 전광판입니다. 전면 14.1m × 3.8m + 좌측면 3.8m × 3.8m 총 2면으로 구성되어 있으며, 매표소와 팝콘 구매 구역이 집중된 로비 공간을 완전히 장악합니다. 영화 관람객의 목적 방문 동선(티켓 발권, 식음료 구매, 상영 대기)과 완벽하게 겹쳐 높은 체류시간과 반복 노출이 특징인 프리미엄 실내 엔터테인먼트 DOOH 매체입니다.","메가박스 구의 이스트폴점 로비 상단에 위치한 대형 파노라마 DOOH입니다. 영화 관람객이 티켓 발권, 팝콘 구매, 상영 대기 중 자연스럽게 체류하며 정면으로 시선이 집중되는 최적의 위치입니다. 전면과 측면이 연결된 구조로 로비 전체를 지배하며, 실내 환경에서 안정적인 고화질 노출이 가능해 영화·엔터테인먼트, 라이프스타일, 뷰티·패션 브랜드 캠페인에 특히 효과적입니다.","30초 기준 1개월 20,000,000원 (100회 이상/일, VAT 별도)",서울 광진구 아차산로 402 메가박스 구의 이스트폴점 로비 상단,20000000,7143,7143,N,false,없음,0,clean,,N,true,cinema
3,27,cmqnw55um000504l7mmuapmbt,메가박스 시그니처 삼성 코엑스점 전광판 광고,4500000,45000,100,1350000,카피숫자없음,카피숫자없음,카피숫자없음,,,"서울 강남구 삼성동 코엑스몰 내 메가박스 코엑스점 메인 홀 정면에 설치된 대형 파노라마형 DOOH 전광판입니다. 전면 15.5m × 5.5m + 좌측면 22m × 5.5m 총 2면으로 구성되어 있으며, 영화 관람객의 대기 및 이동 동선이 집중되는 메인 홀을 완전히 장악하는 압도적인 시각적 지배력을 가집니다. 코엑스몰의 높은 유동인구와 엔터테인먼트 공간 특성을 활용한 프리미엄 실내 DOOH 매체로, 브랜드 감성 전달과 대형 캠페인에 최적화되어 있습니다.","코엑스몰 메가박스 코엑스점 메인 홀 정면에 위치한 대형 파노라마 DOOH입니다. 영화 관람을 위해 방문하는 목적성 오디언스가 집중되는 공간으로, 진입 시 정면 노출과 대기 시간 동안의 반복 노출이 강점입니다. 전면과 측면이 연속된 구조로 공간 전체를 지배하며, 실내 환경에서 안정적인 고화질 노출이 가능해 럭셔리 브랜드, 영화·엔터테인먼트, 시즌 캠페인에 특히 효과적입니다.","30초 기준 1개월 30,000,000원 (100회 이상/일, VAT 별도)",서울 강남구 영동대로 513 코엑스몰 메가박스 코엑스점 메인 홀,30000000,6667,6667,N,false,없음,0,clean,,N,true,cinema
3,30,cmp27id76000004l4znxniiz7,인천국제공항 제1터미널 센터브릿지 광고,24000000,245000,97.96,7350000,카피숫자없음,카피숫자없음,카피숫자없음,,,출국 수속을 마친 후 비행기 탑승 전 이용하는 면세점과 쇼핑 및 각종 편의시설 구역에 위치한 매체입니다. 대부분의 여행객이 가장 오랜 시간을 머무는 공간으로 글로벌 패션 및 명품 브랜드 매장 인근에 자리해 높은 주목도와 광고 효과를 제공합니다.,"인천국제공항 T1 Antler Bridge에 위치한 가로형 정적 OOH 매체(9m × 2.5m, 6기 6면)입니다. 출국 수속 후 여행객들이 가장 오랜 시간을 머무는 면세점·쇼핑 핵심 구역에 설치되어 글로벌 패션·명품 브랜드 매장 인근에서 높은 주목도와 체류형 노출 효과를 제공합니다. 구역별(10~11·14~15 vs 12~13) 와이드칼라 출력물로 브랜드의 시각적 메시지를 강력하게 전달할 수 있는 프리미엄 공항 쇼핑 OOH 매체입니다.","구역에 따라 1개월 기준 60,000,000 ~ 70,000,000원 (VAT 별도)",인천광역시 중구 공항로 271 (면세점 쇼핑 구역) (Center Bridge),60000000,2600,2500,N,false,없음,0,clean,,N,false,airport
3,31,cmo5y9uma000204k1n0ly5ndh,명동 AVENUE 42 미디어폴 광고,3200000,33414,95.77,1002420,카피숫자없음,카피숫자없음,카피숫자없음,,,*2026년 상반기 런칭 예정* AVENUE42는 명동대로 중심 보행축을 따라 양측 인도에 설치된 대형 LED 미디어폴 매체입니다. 명동역과 을지로입구역을 잇는 약 200m 거리 양방향에 14기의 기둥형 디지털 스크린이 배치되어 차량과 보행자 시선 모두를 포괄합니다. 이 구간은 쇼핑 관광 문화시설이 밀집한 서울 대표 상권으로 월평균 유동인구가 높고 외국인 방문객의 체류 비중도 큽니다. 각 미디어는 3면 구조로 설계되어 어느 방향에서도 시야 확보가 가능하며 브랜드 캠페인의 반복 노출을 통해 거리 전체를 하나의 미디어존으로 형성합니다. 하이엔드 패션 글로벌 IT 브랜드 등 국제적 인지도를 가진 광고에 적합합니다.,"서울 중구 남대문로2가 140-1 일대 명동대로 중심 보행축에 2026년 상반기 런칭 예정인 AVENUE 42 미디어폴 네트워크입니다. 명동역~을지로입구역 약 200m 구간에 14기 42면(3면 구조)으로 설치되어 차량과 보행자 모두에게 높은 반복 노출을 제공합니다. 명동 대표 상권의 높은 유동인구와 외국인 방문객 비중을 활용한 네트워크형 DOOH 매체로, 하이엔드 패션·글로벌 IT 브랜드 등 국제적 캠페인에 최적화되어 있습니다.","영상(30초) 20구좌 기준 40,000,000원 (VAT 별도)",서울 중구 남대문로2가 140-1,40000000,12500,12500,N,false,없음,0,clean,,N,true,media_pole
3,32,cmo5xrw45000004k1o6opfqkz,명동 K파이낸스빌딩 외벽 아트월 광고,3200000,33414,95.77,1002420,카피숫자없음,카피숫자없음,카피숫자없음,,,"명동 K파이낸스 빌딩 랩핑 매체는 한국은행 앞, 명동 중심 축선의 관문에 위치해 도심의 랜드마크적 존재감을 발휘합니다. 건물 자체가 수직적 파사드와 곡선 유리면을 함께 지녀 대형 랩핑 광고가 고급스럽고 정제된 무드로 드러나며 브랜드 메시지를 도시 전체에 웅장하게 펼쳐냅니다. 인근에는 롯데백화점·신세계백화점·면세점과 글로벌 패션·뷰티 브랜드 플래그십 매장이 밀집해 있으며, 문화예술 공간과 호텔, 금융기관 본사가 교차하는 상징적 상업지구로서 신뢰와 트렌드를 동시에 담아낼 수 있습니다. 또한 남산 3호터널과 주요 도로망을 잇는 교통 요지에 자리해 차량과 보행자 모두가 정면으로 마주하는 시인성이 극대화된 매체입니다. 명동 특유의 국제적 쇼핑과 관광 프리미엄 소비 경험이 겹쳐지는 장소에서 브랜드를 도시의 풍경으로 확장시키는 대표적인 대형 랩핑 매체입니…","서울 중구 남대문로 55 K파이낸스빌딩에 적용된 초대형 17.65m × 39.95m 세로형 건물 랩핑 매체입니다. 한국은행 앞 명동 중심 관문 위치로 랜드마크급 존재감을 발휘하며, 차량과 보행자 모두에게 극대화된 시인성을 제공합니다. 롯데백화점, 신세계백화점, 면세점 등 프리미엄 상권과 연계되어 글로벌 브랜드, 패션·뷰티, 명품 캠페인에 최적화된 고가 대형 OOH 랩핑 매체입니다. 24시간 노출이 가능하며 도시 전체에 브랜드 이미지를 웅장하게 전달할 수 있습니다.","영상&랩핑 패키지 (연결된 매체 2개) 1개월 기준 150,000,000원 (VAT 별도)",서울 중구 남대문로 55 K파이낸스빌딩,150000000,46875,46875,N,false,없음,0,clean,,N,true,wall_mural
3,35,cmrm3e9hb000204jmhn2x9rnz,갤러리아 백화점 EAST B1 MEDIA WALL 광고,807500,8500,95,255000,카피숫자없음,카피숫자없음,카피숫자없음,,,"갤러리아 백화점 명품관 EAST관 지하 VIP 주차장 연결 통로에 설치된 초대형 미디어월입니다. 8.6m × 1.9m 규모의 대형 LED 스크린으로, 명품관을 찾는 VIP 고객층에게 강력한 브랜딩 효과를 전달합니다. 고가의 명품 브랜드 이미지에 최적화된 프리미엄 실내 DOOH 매체입니다.","갤러리아 백화점 EAST B1 MEDIA WALL은 명품관 VIP 고객이 주로 이용하는 지하 주차장 연결 통로에 위치한 초대형 미디어월입니다. 고가 명품 브랜드의 프리미엄 이미지를 효과적으로 전달할 수 있으며, 구매력 높은 타겟에게 집중 노출이 가능한 고품질 실내 DOOH 매체입니다.","월 12,000,000원 (VAT 별도) / 30초 1구좌 기준",서울 강남구 압구정로 407 갤러리아 명품관 EAST B1층,12000000,14861,14861,N,false,없음,0,clean,,N,true,mall
3,33,cmrm3fc6d000n04kydi14rh4s,갤러리아 백화점 EAST DUAL LCD 광고,807500,8500,95,255000,카피숫자없음,카피숫자없음,카피숫자없음,,,갤러리아 백화점 명품관 EAST관 B1~1층 중층 계단에 설치된 85인치 듀얼 LCD 디지털 사이니지입니다. 명품관 내부 동선의 핵심 지점에 위치하여 VIP 고객에게 자연스럽고 고급스러운 노출이 가능합니다. 명품 브랜드의 세련된 이미지 연출에 최적화된 실내 DOOH 매체입니다.,갤러리아 백화점 EAST 중층 DUAL LCD는 명품관 내부 주요 동선인 중층 계단에 설치된 고해상도 듀얼 LCD입니다. VIP 고객이 자연스럽게 지나가는 위치에 있어 고급스럽고 세련된 브랜드 이미지를 효과적으로 전달할 수 있는 프리미엄 실내 DOOH 매체입니다.,"월 10,000,000원 (VAT 별도) / 2기 기준",서울 강남구 압구정로 407 갤러리아 명품관 EAST B1~1층 중층,10000000,12384,12384,N,false,없음,0,clean,,N,true,mall
3,34,cmrm3li4a000104iemha295of,갤러리아 백화점 WEST 출입구 DS 광고,807500,8500,95,255000,카피숫자없음,카피숫자없음,카피숫자없음,,,갤러리아 백화점 명품관 WEST관 메인 출입구에 설치된 대형 디지털 사이니지입니다. 명품관을 방문하는 고객이 가장 먼저 접하는 위치에 있어 브랜드 인지도 제고와 강력한 첫인상 효과를 기대할 수 있습니다. 고급스러운 명품 이미지에 적합한 실내 DOOH 매체입니다.,"갤러리아 백화점 WEST 출입구 DIGITAL SIGNAGE는 명품관을 찾는 고객이 가장 먼저 접하는 메인 출입구에 위치한 대형 사이니지입니다. 브랜드의 첫인상과 인지도 제고에 효과적이며, 고급스러운 명품 이미지를 전달하기에 적합한 실내 DOOH 매체입니다.","월 4,000,000원 (VAT 별도)",서울 강남구 압구정로 343 갤러리아 명품관 WEST 출입구,4000000,4954,4954,N,false,없음,0,clean,,N,true,mall
3,37,cmqa8jogg000b04lapfs3omr9,제주공항 TV전시대 라이트박스 광고,3800000,45000,84.44,1350000,카피숫자없음,카피숫자없음,카피숫자없음,,,"제주국제공항 1~3층에 설치 가능한 TV전시대형 라이트박스 매체입니다. 상단 라이트박스(1.5×0.22m)와 하단 라이트박스(1.5×0.94m)로 구성되어 있으며, HALF SET(11기) 또는 FULL SET(22기)로 운영할 수 있습니다. 공항 이용객의 주요 동선에 배치되어 상시 노출이 가능한 이동형 프리미엄 OOH 매체입니다.","제주국제공항 1~3층에 배치 가능한 TV전시대형 라이트박스 매체입니다. HALF SET(11기) 또는 FULL SET(22기)로 운영할 수 있으며, 상단과 하단 라이트박스를 통해 상시 노출이 가능합니다. 공항 이용객의 동선에 유연하게 배치할 수 있는 이동형 프리미엄 OOH 매체입니다.","HALF SET(11기) 기준 월 4,000만원 (VAT 별도)",제주특별자치도 제주시 공항로 2 제주국제공항 1~3층,40000000,10526,10526,N,false,없음,0,clean,,N,true,airport
